Temp./C,Time/min,DSC/(mW/mg),Sensit./(uV/mW),Segment
   159.70277,   21.17167,    -1.00578,3.63493,3
   159.73626,   21.17333,    -1.00581,3.63487,3
   159.76977,   21.17500,    -1.00587,3.63482,3
   159.80326,   21.17667,    -1.00592,3.63477,3
   159.83674,   21.17833,    -1.00598,3.63471,3
   159.87020,   21.18000,    -1.00601,3.63466,3
   159.90364,   21.18167,    -1.00602,3.63460,3
   159.93707,   21.18333,    -1.00620,3.63455,3
   159.97052,   21.18500,    -1.00632,3.63449,3
   160.00398,   21.18667,    -1.00637,3.63444,3
   160.03746,   21.18833,    -1.00639,3.63438,3
   160.07092,   21.19000,    -1.00640,3.63433,3
   160.10441,   21.19167,    -1.00643,3.63427,3
   160.13790,   21.19333,    -1.00646,3.63422,3
   160.17138,   21.19500,    -1.00658,3.63416,3
   160.20485,   21.19667,    -1.00695,3.63411,3
   160.23834,   21.19833,    -1.00692,3.63406,3
   160.27182,   21.20000,    -1.00691,3.63400,3
   160.30528,   21.20167,    -1.00695,3.63395,3
   160.33875,   21.20333,    -1.00696,3.63389,3
   160.37225,   21.20500,    -1.00701,3.63384,3
   160.40572,   21.20667,    -1.00715,3.63378,3
   160.43920,   21.20833,    -1.00723,3.63373,3
   160.47266,   21.21000,    -1.00732,3.63367,3
   160.50613,   21.21167,    -1.00746,3.63362,3
   160.53959,   21.21333,    -1.00762,3.63356,3
   160.57307,   21.21500,    -1.00770,3.63351,3
   160.60652,   21.21667,    -1.00773,3.63345,3
   160.64000,   21.21833,    -1.00776,3.63340,3
   160.67346,   21.22000,    -1.00775,3.63334,3
   160.70692,   21.22167,    -1.00779,3.63329,3
   160.74038,   21.22333,    -1.00788,3.63323,3
   160.77385,   21.22500,    -1.00798,3.63318,3
   160.80731,   21.22667,    -1.00810,3.63312,3
   160.84074,   21.22833,    -1.00815,3.63307,3
   160.87418,   21.23000,    -1.00821,3.63301,3
   160.90764,   21.23167,    -1.00828,3.63296,3
   160.94110,   21.23333,    -1.00834,3.63290,3
   160.97457,   21.23500,    -1.00841,3.63285,3
   161.00808,   21.23667,    -1.00849,3.63279,3
   161.04156,   21.23833,    -1.00863,3.63274,3
   161.07503,   21.24000,    -1.00872,3.63268,3
   161.10847,   21.24167,    -1.00880,3.63263,3
   161.14192,   21.24333,    -1.00883,3.63257,3
   161.17536,   21.24500,    -1.00893,3.63252,3
   161.20879,   21.24667,    -1.00911,3.63246,3
   161.24223,   21.24833,    -1.00925,3.63241,3
   161.27569,   21.25000,    -1.00941,3.63235,3
   161.30913,   21.25167,    -1.00950,3.63230,3
   161.34259,   21.25333,    -1.00951,3.63224,3
   161.37602,   21.25500,    -1.00959,3.63219,3
   161.40944,   21.25667,    -1.00962,3.63213,3
   161.44288,   21.25833,    -1.00970,3.63208,3
   161.47634,   21.26000,    -1.00980,3.63202,3
   161.50979,   21.26167,    -1.00998,3.63197,3
   161.54326,   21.26333,    -1.01009,3.63191,3
   161.57670,   21.26500,    -1.01023,3.63186,3
   161.61013,   21.26667,    -1.01035,3.63180,3
   161.64357,   21.26833,    -1.01049,3.63175,3
   161.67702,   21.27000,    -1.01065,3.63169,3
   161.71046,   21.27167,    -1.01077,3.63164,3
   161.74388,   21.27333,    -1.01080,3.63158,3
   161.77733,   21.27500,    -1.01087,3.63153,3
   161.81075,   21.27667,    -1.01103,3.63147,3
   161.84418,   21.27833,    -1.01119,3.63142,3
   161.87762,   21.28000,    -1.01131,3.63136,3
   161.91108,   21.28167,    -1.01145,3.63131,3
   161.94456,   21.28333,    -1.01157,3.63125,3
   161.97805,   21.28500,    -1.01171,3.63120,3
   162.01151,   21.28667,    -1.01189,3.63114,3
   162.04497,   21.28833,    -1.01205,3.63109,3
   162.07841,   21.29000,    -1.01218,3.63103,3
   162.11185,   21.29167,    -1.01228,3.63097,3
   162.14529,   21.29333,    -1.01242,3.63092,3
   162.17872,   21.29500,    -1.01260,3.63086,3
   162.21215,   21.29667,    -1.01274,3.63081,3
   162.24559,   21.29833,    -1.01290,3.63075,3
   162.27902,   21.30000,    -1.01304,3.63070,3
   162.31246,   21.30167,    -1.01322,3.63064,3
   162.34592,   21.30333,    -1.01342,3.63059,3
   162.37934,   21.30500,    -1.01360,3.63053,3
   162.41279,   21.30667,    -1.01376,3.63048,3
   162.44623,   21.30833,    -1.01392,3.63042,3
   162.47966,   21.31000,    -1.01391,3.63036,3
   162.51310,   21.31167,    -1.01401,3.63031,3
   162.54656,   21.31333,    -1.01419,3.63025,3
   162.58002,   21.31500,    -1.01445,3.63020,3
   162.61346,   21.31667,    -1.01461,3.63014,3
   162.64690,   21.31833,    -1.01475,3.63009,3
   162.68034,   21.32000,    -1.01487,3.63003,3
   162.71380,   21.32167,    -1.01503,3.62998,3
   162.74725,   21.32333,    -1.01521,3.62992,3
   162.78072,   21.32500,    -1.01537,3.62986,3
   162.81416,   21.32667,    -1.01576,3.62981,3
   162.84761,   21.32833,    -1.01603,3.62975,3
   162.88108,   21.33000,    -1.01623,3.62970,3
   162.91454,   21.33167,    -1.01641,3.62964,3
   162.94800,   21.33333,    -1.01663,3.62959,3
   162.98146,   21.33500,    -1.01690,3.62953,3
   163.01490,   21.33667,    -1.01710,3.62947,3
   163.04834,   21.33833,    -1.01728,3.62942,3
   163.08179,   21.34000,    -1.01740,3.62936,3
   163.11525,   21.34167,    -1.01758,3.62931,3
   163.14872,   21.34333,    -1.01784,3.62925,3
   163.18221,   21.34500,    -1.01807,3.62920,3
   163.21567,   21.34667,    -1.01825,3.62914,3
   163.24913,   21.34833,    -1.01847,3.62908,3
   163.28259,   21.35000,    -1.01863,3.62903,3
   163.31605,   21.35167,    -1.01881,3.62897,3
   163.34951,   21.35333,    -1.01903,3.62892,3
   163.38297,   21.35500,    -1.01930,3.62886,3
   163.41643,   21.35667,    -1.01956,3.62881,3
   163.44992,   21.35833,    -1.01979,3.62875,3
   163.48339,   21.36000,    -1.02001,3.62869,3
   163.51682,   21.36167,    -1.02017,3.62864,3
   163.55026,   21.36333,    -1.02035,3.62858,3
   163.58370,   21.36500,    -1.02064,3.62853,3
   163.61716,   21.36667,    -1.02092,3.62847,3
   163.65062,   21.36833,    -1.02121,3.62841,3
   163.68408,   21.37000,    -1.02149,3.62836,3
   163.71756,   21.37167,    -1.02174,3.62830,3
   163.75102,   21.37333,    -1.02198,3.62825,3
   163.78448,   21.37500,    -1.02227,3.62819,3
   163.81792,   21.37667,    -1.02253,3.62813,3
   163.85138,   21.37833,    -1.02280,3.62808,3
   163.88485,   21.38000,    -1.02311,3.62802,3
   163.91830,   21.38167,    -1.02339,3.62797,3
   163.95172,   21.38333,    -1.02368,3.62791,3
   163.98515,   21.38500,    -1.02394,3.62785,3
   164.01859,   21.38667,    -1.02423,3.62780,3
   164.05205,   21.38833,    -1.02447,3.62774,3
   164.08551,   21.39000,    -1.02476,3.62768,3
   164.11898,   21.39167,    -1.02502,3.62763,3
   164.15244,   21.39333,    -1.02535,3.62757,3
   164.18590,   21.39500,    -1.02570,3.62752,3
   164.21938,   21.39667,    -1.02605,3.62746,3
   164.25285,   21.39833,    -1.02638,3.62740,3
   164.28633,   21.40000,    -1.02669,3.62735,3
   164.31980,   21.40167,    -1.02702,3.62729,3
   164.35328,   21.40333,    -1.02734,3.62723,3
   164.38675,   21.40500,    -1.02765,3.62718,3
   164.42025,   21.40667,    -1.02798,3.62712,3
   164.45371,   21.40833,    -1.02831,3.62707,3
   164.48716,   21.41000,    -1.02862,3.62701,3
   164.52066,   21.41167,    -1.02897,3.62695,3
   164.55413,   21.41333,    -1.02931,3.62690,3
   164.58756,   21.41500,    -1.02966,3.62684,3
   164.62100,   21.41667,    -1.03003,3.62678,3
   164.65446,   21.41833,    -1.03047,3.62673,3
   164.68793,   21.42000,    -1.03084,3.62667,3
   164.72141,   21.42167,    -1.03121,3.62661,3
   164.75487,   21.42333,    -1.03154,3.62656,3
   164.78833,   21.42500,    -1.03187,3.62650,3
   164.82177,   21.42667,    -1.03222,3.62645,3
   164.85523,   21.42833,    -1.03259,3.62639,3
   164.88869,   21.43000,    -1.03294,3.62633,3
   164.92215,   21.43167,    -1.03329,3.62628,3
   164.95561,   21.43333,    -1.03359,3.62622,3
   164.98907,   21.43500,    -1.03392,3.62616,3
   165.02252,   21.43667,    -1.03429,3.62611,3
   165.05600,   21.43833,    -1.03475,3.62605,3
   165.08948,   21.44000,    -1.03518,3.62599,3
   165.12293,   21.44167,    -1.03559,3.62594,3
   165.15638,   21.44333,    -1.03603,3.62588,3
   165.18982,   21.44500,    -1.03650,3.62582,3
   165.22323,   21.44667,    -1.03696,3.62577,3
   165.25667,   21.44833,    -1.03739,3.62571,3
   165.29011,   21.45000,    -1.03781,3.62565,3
   165.32357,   21.45167,    -1.03826,3.62560,3
   165.35703,   21.45333,    -1.03871,3.62554,3
   165.39049,   21.45500,    -1.03917,3.62548,3
   165.42393,   21.45667,    -1.03962,3.62543,3
   165.45738,   21.45833,    -1.04006,3.62537,3
   165.49082,   21.46000,    -1.04051,3.62531,3
   165.52428,   21.46167,    -1.04095,3.62526,3
   165.55777,   21.46333,    -1.04138,3.62520,3
   165.59123,   21.46500,    -1.04177,3.62514,3
   165.62469,   21.46667,    -1.04223,3.62509,3
   165.65816,   21.46833,    -1.04268,3.62503,3
   165.69165,   21.47000,    -1.04318,3.62497,3
   165.72515,   21.47167,    -1.04366,3.62492,3
   165.75862,   21.47333,    -1.04415,3.62486,3
   165.79210,   21.47500,    -1.04484,3.62480,3
   165.82556,   21.47667,    -1.04540,3.62475,3
   165.85902,   21.47833,    -1.04592,3.62469,3
   165.89249,   21.48000,    -1.04644,3.62463,3
   165.92595,   21.48167,    -1.04696,3.62458,3
   165.95944,   21.48333,    -1.04745,3.62452,3
   165.99293,   21.48500,    -1.04797,3.62446,3
   166.02641,   21.48667,    -1.04847,3.62440,3
   166.05988,   21.48833,    -1.04901,3.62435,3
   166.09333,   21.49000,    -1.04965,3.62429,3
   166.12679,   21.49167,    -1.05021,3.62423,3
   166.16024,   21.49333,    -1.05075,3.62418,3
   166.19372,   21.49500,    -1.05129,3.62412,3
   166.22716,   21.49667,    -1.05183,3.62406,3
   166.26061,   21.49833,    -1.05241,3.62401,3
   166.29406,   21.50000,    -1.05297,3.62395,3
   166.32752,   21.50167,    -1.05351,3.62389,3
   166.36098,   21.50333,    -1.05403,3.62383,3
   166.39442,   21.50500,    -1.05459,3.62378,3
   166.42787,   21.50667,    -1.05515,3.62372,3
   166.46131,   21.50833,    -1.05569,3.62366,3
   166.49477,   21.51000,    -1.05628,3.62361,3
   166.52823,   21.51167,    -1.05686,3.62355,3
   166.56165,   21.51333,    -1.05746,3.62349,3
   166.59510,   21.51500,    -1.05802,3.62343,3
   166.62856,   21.51667,    -1.05860,3.62338,3
   166.66202,   21.51833,    -1.05921,3.62332,3
   166.69547,   21.52000,    -1.05989,3.62326,3
   166.72893,   21.52167,    -1.06062,3.62321,3
   166.76239,   21.52333,    -1.06131,3.62315,3
   166.79583,   21.52500,    -1.06195,3.62309,3
   166.82929,   21.52667,    -1.06260,3.62303,3
   166.86275,   21.52833,    -1.06322,3.62298,3
   166.89620,   21.53000,    -1.06387,3.62292,3
   166.92964,   21.53167,    -1.06451,3.62286,3
   166.96308,   21.53333,    -1.06516,3.62281,3
   166.99652,   21.53500,    -1.06578,3.62275,3
   167.02997,   21.53667,    -1.06643,3.62269,3
   167.06343,   21.53833,    -1.06705,3.62263,3
   167.09685,   21.54000,    -1.06766,3.62258,3
   167.13029,   21.54167,    -1.06828,3.62252,3
   167.16377,   21.54333,    -1.06890,3.62246,3
   167.19723,   21.54500,    -1.06959,3.62240,3
   167.23069,   21.54667,    -1.07041,3.62235,3
   167.26416,   21.54833,    -1.07111,3.62229,3
   167.29762,   21.55000,    -1.07176,3.62223,3
   167.33110,   21.55167,    -1.07247,3.62217,3
   167.36456,   21.55333,    -1.07324,3.62212,3
   167.39802,   21.55500,    -1.07397,3.62206,3
   167.43148,   21.55667,    -1.07466,3.62200,3
   167.46493,   21.55833,    -1.07532,3.62194,3
   167.49841,   21.56000,    -1.07614,3.62189,3
   167.53185,   21.56167,    -1.07689,3.62183,3
   167.56528,   21.56333,    -1.07766,3.62177,3
   167.59870,   21.56500,    -1.07837,3.62171,3
   167.63216,   21.56667,    -1.07908,3.62166,3
   167.66561,   21.56833,    -1.07983,3.62160,3
   167.69903,   21.57000,    -1.08060,3.62154,3
   167.73247,   21.57167,    -1.08131,3.62149,3
   167.76588,   21.57333,    -1.08204,3.62143,3
   167.79929,   21.57500,    -1.08279,3.62137,3
   167.83270,   21.57667,    -1.08354,3.62131,3
   167.86615,   21.57833,    -1.08429,3.62125,3
   167.89959,   21.58000,    -1.08509,3.62120,3
   167.93302,   21.58167,    -1.08586,3.62114,3
   167.96646,   21.58333,    -1.08665,3.62108,3
   167.99989,   21.58500,    -1.08742,3.62102,3
   168.03331,   21.58667,    -1.08818,3.62097,3
   168.06677,   21.58833,    -1.08895,3.62091,3
   168.10021,   21.59000,    -1.08974,3.62085,3
   168.13367,   21.59167,    -1.09054,3.62079,3
   168.16712,   21.59333,    -1.09141,3.62074,3
   168.20054,   21.59500,    -1.09229,3.62068,3
   168.23398,   21.59667,    -1.09317,3.62062,3
   168.26743,   21.59833,    -1.09403,3.62056,3
   168.30087,   21.60000,    -1.09488,3.62050,3
   168.33431,   21.60167,    -1.09574,3.62045,3
   168.36775,   21.60333,    -1.09672,3.62039,3
   168.40120,   21.60500,    -1.09762,3.62033,3
   168.43464,   21.60667,    -1.09850,3.62027,3
   168.46808,   21.60833,    -1.09942,3.62022,3
   168.50152,   21.61000,    -1.10030,3.62016,3
   168.53497,   21.61167,    -1.10115,3.62010,3
   168.56839,   21.61333,    -1.10203,3.62004,3
   168.60185,   21.61500,    -1.10289,3.61998,3
   168.63530,   21.61667,    -1.10375,3.61993,3
   168.66874,   21.61833,    -1.10460,3.61987,3
   168.70218,   21.62000,    -1.10552,3.61981,3
   168.73562,   21.62167,    -1.10646,3.61975,3
   168.76905,   21.62333,    -1.10741,3.61969,3
   168.80246,   21.62500,    -1.10833,3.61964,3
   168.83590,   21.62667,    -1.10927,3.61958,3
   168.86934,   21.62833,    -1.11021,3.61952,3
   168.90279,   21.63000,    -1.11117,3.61946,3
   168.93625,   21.63167,    -1.11211,3.61940,3
   168.96971,   21.63333,    -1.11306,3.61935,3
   169.00313,   21.63500,    -1.11400,3.61929,3
   169.03659,   21.63667,    -1.11492,3.61923,3
   169.07003,   21.63833,    -1.11584,3.61917,3
   169.10348,   21.64000,    -1.11674,3.61911,3
   169.13693,   21.64167,    -1.11762,3.61906,3
   169.17036,   21.64333,    -1.11856,3.61900,3
   169.20379,   21.64500,    -1.11958,3.61894,3
   169.23721,   21.64667,    -1.12061,3.61888,3
   169.27067,   21.64833,    -1.12166,3.61882,3
   169.30410,   21.65000,    -1.12264,3.61877,3
   169.33753,   21.65167,    -1.12363,3.61871,3
   169.37093,   21.65333,    -1.12465,3.61865,3
   169.40438,   21.65500,    -1.12570,3.61859,3
   169.43780,   21.65667,    -1.12668,3.61853,3
   169.47125,   21.65833,    -1.12765,3.61847,3
   169.50469,   21.66000,    -1.12863,3.61842,3
   169.53813,   21.66167,    -1.12966,3.61836,3
   169.57156,   21.66333,    -1.13066,3.61830,3
   169.60500,   21.66500,    -1.13169,3.61824,3
   169.63844,   21.66667,    -1.13272,3.61818,3
   169.67189,   21.66833,    -1.13370,3.61812,3
   169.70533,   21.67000,    -1.13471,3.61807,3
   169.73875,   21.67167,    -1.13575,3.61801,3
   169.77218,   21.67333,    -1.13682,3.61795,3
   169.80562,   21.67500,    -1.13787,3.61789,3
   169.83907,   21.67667,    -1.13894,3.61783,3
   169.87251,   21.67833,    -1.14009,3.61777,3
   169.90593,   21.68000,    -1.14125,3.61772,3
   169.93938,   21.68167,    -1.14236,3.61766,3
   169.97280,   21.68333,    -1.14347,3.61760,3
   170.00621,   21.68500,    -1.14456,3.61754,3
   170.03966,   21.68667,    -1.14563,3.61748,3
   170.07312,   21.68833,    -1.14670,3.61742,3
   170.10656,   21.69000,    -1.14779,3.61737,3
   170.14000,   21.69167,    -1.14888,3.61731,3
   170.17346,   21.69333,    -1.14999,3.61725,3
   170.20690,   21.69500,    -1.15110,3.61719,3
   170.24034,   21.69667,    -1.15223,3.61713,3
   170.27379,   21.69833,    -1.15339,3.61707,3
   170.30725,   21.70000,    -1.15465,3.61701,3
   170.34069,   21.70167,    -1.15584,3.61696,3
   170.37413,   21.70333,    -1.15704,3.61690,3
   170.40756,   21.70500,    -1.15826,3.61684,3
   170.44098,   21.70667,    -1.15943,3.61678,3
   170.47443,   21.70833,    -1.16056,3.61672,3
   170.50787,   21.71000,    -1.16172,3.61666,3
   170.54131,   21.71167,    -1.16289,3.61660,3
   170.57474,   21.71333,    -1.16405,3.61655,3
   170.60820,   21.71500,    -1.16522,3.61649,3
   170.64166,   21.71667,    -1.16642,3.61643,3
   170.67511,   21.71833,    -1.16764,3.61637,3
   170.70857,   21.72000,    -1.16883,3.61631,3
   170.74203,   21.72167,    -1.17001,3.61625,3
   170.77549,   21.72333,    -1.17118,3.61619,3
   170.80893,   21.72500,    -1.17251,3.61613,3
   170.84239,   21.72667,    -1.17379,3.61608,3
   170.87584,   21.72833,    -1.17505,3.61602,3
   170.90929,   21.73000,    -1.17633,3.61596,3
   170.94274,   21.73167,    -1.17757,3.61590,3
   170.97618,   21.73333,    -1.17883,3.61584,3
   171.00964,   21.73500,    -1.18003,3.61578,3
   171.04311,   21.73667,    -1.18129,3.61572,3
   171.07656,   21.73833,    -1.18257,3.61566,3
   171.11000,   21.74000,    -1.18385,3.61561,3
   171.14346,   21.74167,    -1.18530,3.61555,3
   171.17692,   21.74333,    -1.18666,3.61549,3
   171.21039,   21.74500,    -1.18801,3.61543,3
   171.24385,   21.74667,    -1.18939,3.61537,3
   171.27731,   21.74833,    -1.19078,3.61531,3
   171.31075,   21.75000,    -1.19215,3.61525,3
   171.34421,   21.75167,    -1.19349,3.61519,3
   171.37767,   21.75333,    -1.19482,3.61513,3
   171.41115,   21.75500,    -1.19620,3.61507,3
   171.44459,   21.75667,    -1.19759,3.61502,3
   171.47805,   21.75833,    -1.19896,3.61496,3
   171.51151,   21.76000,    -1.20032,3.61490,3
   171.54498,   21.76167,    -1.20173,3.61484,3
   171.57841,   21.76333,    -1.20322,3.61478,3
   171.61188,   21.76500,    -1.20465,3.61472,3
   171.64534,   21.76667,    -1.20606,3.61466,3
   171.67880,   21.76833,    -1.20747,3.61460,3
   171.71225,   21.77000,    -1.20894,3.61454,3
   171.74570,   21.77167,    -1.21042,3.61448,3
   171.77918,   21.77333,    -1.21187,3.61442,3
   171.81264,   21.77500,    -1.21334,3.61437,3
   171.84611,   21.77667,    -1.21485,3.61431,3
   171.87959,   21.77833,    -1.21641,3.61425,3
   171.91307,   21.78000,    -1.21794,3.61419,3
   171.94652,   21.78167,    -1.21946,3.61413,3
   171.97997,   21.78333,    -1.22095,3.61407,3
   172.01343,   21.78500,    -1.22247,3.61401,3
   172.04689,   21.78667,    -1.22411,3.61395,3
   172.08033,   21.78833,    -1.22567,3.61389,3
   172.11377,   21.79000,    -1.22724,3.61383,3
   172.14723,   21.79167,    -1.22882,3.61377,3
   172.18069,   21.79333,    -1.23042,3.61371,3
   172.21413,   21.79500,    -1.23202,3.61365,3
   172.24756,   21.79667,    -1.23370,3.61360,3
   172.28102,   21.79833,    -1.23537,3.61354,3
   172.31444,   21.80000,    -1.23701,3.61348,3
   172.34789,   21.80167,    -1.23861,3.61342,3
   172.38133,   21.80333,    -1.24023,3.61336,3
   172.41475,   21.80500,    -1.24179,3.61330,3
   172.44821,   21.80667,    -1.24339,3.61324,3
   172.48167,   21.80833,    -1.24496,3.61318,3
   172.51511,   21.81000,    -1.24654,3.61312,3
   172.54854,   21.81167,    -1.24814,3.61306,3
   172.58198,   21.81333,    -1.24985,3.61300,3
   172.61544,   21.81500,    -1.25155,3.61294,3
   172.64889,   21.81667,    -1.25324,3.61288,3
   172.68233,   21.81833,    -1.25499,3.61282,3
   172.71577,   21.82000,    -1.25671,3.61276,3
   172.74921,   21.82167,    -1.25846,3.61270,3
   172.78264,   21.82333,    -1.26017,3.61264,3
   172.81607,   21.82500,    -1.26187,3.61259,3
   172.84951,   21.82667,    -1.26358,3.61253,3
   172.88293,   21.82833,    -1.26530,3.61247,3
   172.91634,   21.83000,    -1.26705,3.61241,3
   172.94977,   21.83167,    -1.26878,3.61235,3
   172.98323,   21.83333,    -1.27053,3.61229,3
   173.01667,   21.83500,    -1.27240,3.61223,3
   173.05008,   21.83667,    -1.27426,3.61217,3
   173.08353,   21.83833,    -1.27605,3.61211,3
   173.11697,   21.84000,    -1.27786,3.61205,3
   173.15041,   21.84167,    -1.27971,3.61199,3
   173.18384,   21.84333,    -1.28153,3.61193,3
   173.21728,   21.84500,    -1.28334,3.61187,3
   173.25071,   21.84667,    -1.28517,3.61181,3
   173.28413,   21.84833,    -1.28700,3.61175,3
   173.31757,   21.85000,    -1.28886,3.61169,3
   173.35100,   21.85167,    -1.29067,3.61163,3
   173.38444,   21.85333,    -1.29255,3.61157,3
   173.41789,   21.85500,    -1.29442,3.61151,3
   173.45131,   21.85667,    -1.29628,3.61145,3
   173.48475,   21.85833,    -1.29834,3.61139,3
   173.51820,   21.86000,    -1.30030,3.61133,3
   173.55162,   21.86167,    -1.30233,3.61127,3
   173.58505,   21.86333,    -1.30433,3.61121,3
   173.61851,   21.86500,    -1.30627,3.61115,3
   173.65194,   21.86667,    -1.30819,3.61109,3
   173.68536,   21.86833,    -1.31017,3.61103,3
   173.71879,   21.87000,    -1.31215,3.61097,3
   173.75225,   21.87167,    -1.31411,3.61091,3
   173.78567,   21.87333,    -1.31605,3.61085,3
   173.81910,   21.87500,    -1.31799,3.61079,3
   173.85253,   21.87667,    -1.31995,3.61073,3
   173.88595,   21.87833,    -1.32191,3.61067,3
   173.91936,   21.88000,    -1.32388,3.61061,3
   173.95279,   21.88167,    -1.32586,3.61055,3
   173.98625,   21.88333,    -1.32780,3.61049,3
   174.01971,   21.88500,    -1.32976,3.61043,3
   174.05316,   21.88667,    -1.33187,3.61037,3
   174.08661,   21.88833,    -1.33396,3.61031,3
   174.12003,   21.89000,    -1.33605,3.61025,3
   174.15348,   21.89167,    -1.33809,3.61019,3
   174.18690,   21.89333,    -1.34012,3.61013,3
   174.22031,   21.89500,    -1.34218,3.61007,3
   174.25372,   21.89667,    -1.34429,3.61001,3
   174.28716,   21.89833,    -1.34636,3.60995,3
   174.32057,   21.90000,    -1.34843,3.60989,3
   174.35398,   21.90167,    -1.35050,3.60983,3
   174.38739,   21.90333,    -1.35257,3.60977,3
   174.42082,   21.90500,    -1.35465,3.60971,3
   174.45426,   21.90667,    -1.35679,3.60965,3
   174.48769,   21.90833,    -1.35894,3.60959,3
   174.52113,   21.91000,    -1.36107,3.60953,3
   174.55457,   21.91167,    -1.36324,3.60947,3
   174.58803,   21.91333,    -1.36563,3.60941,3
   174.62144,   21.91500,    -1.36784,3.60935,3
   174.65484,   21.91667,    -1.37004,3.60929,3
   174.68825,   21.91833,    -1.37219,3.60923,3
   174.72166,   21.92000,    -1.37441,3.60917,3
   174.75505,   21.92167,    -1.37658,3.60911,3
   174.78848,   21.92333,    -1.37874,3.60905,3
   174.82192,   21.92500,    -1.38095,3.60899,3
   174.85534,   21.92667,    -1.38315,3.60893,3
   174.88879,   21.92833,    -1.38537,3.60887,3
   174.92223,   21.93000,    -1.38767,3.60881,3
   174.95569,   21.93167,    -1.38995,3.60875,3
   174.98911,   21.93333,    -1.39221,3.60869,3
   175.02252,   21.93500,    -1.39442,3.60863,3
   175.05593,   21.93667,    -1.39670,3.60857,3
   175.08938,   21.93833,    -1.39896,3.60851,3
   175.12279,   21.94000,    -1.40118,3.60845,3
   175.15621,   21.94167,    -1.40346,3.60839,3
   175.18964,   21.94333,    -1.40581,3.60833,3
   175.22305,   21.94500,    -1.40811,3.60827,3
   175.25646,   21.94667,    -1.41056,3.60821,3
   175.28987,   21.94833,    -1.41286,3.60815,3
   175.32330,   21.95000,    -1.41516,3.60809,3
   175.35672,   21.95167,    -1.41759,3.60802,3
   175.39015,   21.95333,    -1.42004,3.60796,3
   175.42356,   21.95500,    -1.42247,3.60790,3
   175.45698,   21.95667,    -1.42490,3.60784,3
   175.49041,   21.95833,    -1.42748,3.60778,3
   175.52382,   21.96000,    -1.42993,3.60772,3
   175.55721,   21.96167,    -1.43240,3.60766,3
   175.59061,   21.96333,    -1.43485,3.60760,3
   175.62400,   21.96500,    -1.43728,3.60754,3
   175.65739,   21.96667,    -1.43971,3.60748,3
   175.69079,   21.96833,    -1.44220,3.60742,3
   175.72420,   21.97000,    -1.44474,3.60736,3
   175.75761,   21.97167,    -1.44730,3.60730,3
   175.79100,   21.97333,    -1.44987,3.60724,3
   175.82441,   21.97500,    -1.45258,3.60718,3
   175.85782,   21.97667,    -1.45524,3.60712,3
   175.89123,   21.97833,    -1.45791,3.60706,3
   175.92462,   21.98000,    -1.46057,3.60700,3
   175.95805,   21.98167,    -1.46313,3.60693,3
   175.99148,   21.98333,    -1.46577,3.60687,3
   176.02490,   21.98500,    -1.46847,3.60681,3
   176.05833,   21.98667,    -1.47120,3.60675,3
   176.09175,   21.98833,    -1.47391,3.60669,3
   176.12520,   21.99000,    -1.47655,3.60663,3
   176.15862,   21.99167,    -1.47930,3.60657,3
   176.19203,   21.99333,    -1.48205,3.60651,3
   176.22544,   21.99500,    -1.48479,3.60645,3
   176.25885,   21.99667,    -1.48756,3.60639,3
   176.29228,   21.99833,    -1.49031,3.60633,3
   176.32569,   22.00000,    -1.49304,3.60627,3
   176.35911,   22.00167,    -1.49579,3.60621,3
   176.39256,   22.00333,    -1.49854,3.60614,3
   176.42600,   22.00500,    -1.50131,3.60608,3
   176.45941,   22.00667,    -1.50410,3.60602,3
   176.49282,   22.00833,    -1.50693,3.60596,3
   176.52623,   22.01000,    -1.50998,3.60590,3
   176.55962,   22.01167,    -1.51283,3.60584,3
   176.59303,   22.01333,    -1.51575,3.60578,3
   176.62643,   22.01500,    -1.51880,3.60572,3
   176.65985,   22.01667,    -1.52170,3.60566,3
   176.69329,   22.01833,    -1.52464,3.60560,3
   176.72674,   22.02000,    -1.52762,3.60554,3
   176.76016,   22.02167,    -1.53069,3.60547,3
   176.79362,   22.02333,    -1.53390,3.60541,3
   176.82703,   22.02500,    -1.53701,3.60535,3
   176.86044,   22.02667,    -1.54010,3.60529,3
   176.89385,   22.02833,    -1.54317,3.60523,3
   176.92725,   22.03000,    -1.54617,3.60517,3
   176.96064,   22.03167,    -1.54924,3.60511,3
   176.99405,   22.03333,    -1.55239,3.60505,3
   177.02748,   22.03500,    -1.55561,3.60499,3
   177.06089,   22.03667,    -1.55876,3.60492,3
   177.09430,   22.03833,    -1.56191,3.60486,3
   177.12771,   22.04000,    -1.56521,3.60480,3
   177.16111,   22.04167,    -1.56851,3.60474,3
   177.19452,   22.04333,    -1.57188,3.60468,3
   177.22795,   22.04500,    -1.57524,3.60462,3
   177.26138,   22.04667,    -1.57857,3.60456,3
   177.29479,   22.04833,    -1.58189,3.60450,3
   177.32820,   22.05000,    -1.58519,3.60444,3
   177.36162,   22.05167,    -1.58851,3.60437,3
   177.39503,   22.05333,    -1.59203,3.60431,3
   177.42844,   22.05500,    -1.59539,3.60425,3
   177.46187,   22.05667,    -1.59874,3.60419,3
   177.49526,   22.05833,    -1.60208,3.60413,3
   177.52867,   22.06000,    -1.60545,3.60407,3
   177.56210,   22.06167,    -1.60888,3.60401,3
   177.59551,   22.06333,    -1.61233,3.60395,3
   177.62892,   22.06500,    -1.61586,3.60388,3
