Temp./C,Time/min,DSC/(mW/mg),Sensit./(uV/mW),Segment
    27.97000,0.0000e+000,-7.7201e-003,3.74184,1
    27.96467,1.6667e-003,-7.4255e-003,3.74184,1
    27.96120,3.3333e-003,-7.2946e-003,3.74184,1
    27.95829,5.0000e-003,-7.1473e-003,3.74184,1
    27.95544,6.6667e-003,-6.9999e-003,3.74184,1
    27.95245,8.3333e-003,-6.8689e-003,3.74184,1
    27.94962,1.0000e-002,-6.7216e-003,3.74183,1
    27.94680,1.1667e-002,-6.5906e-003,3.74183,1
    27.94394,1.3333e-002,-6.4434e-003,3.74183,1
    27.94088,1.5000e-002,-6.3125e-003,3.74183,1
    27.93812,1.6667e-002,-6.1487e-003,3.74183,1
    27.93535,1.8333e-002,-5.9685e-003,3.74183,1
    27.93259,2.0000e-002,-5.8049e-003,3.74183,1
    27.92976,2.1667e-002,-5.6740e-003,3.74183,1
    27.92688,2.3333e-002,-5.5593e-003,3.74183,1
    27.92400,2.5000e-002,-5.5923e-003,3.74183,1
    27.92106,2.6667e-002,-5.5761e-003,3.74183,1
    27.91824,2.8333e-002,-5.4288e-003,3.74183,1
    27.91547,3.0000e-002,-5.3961e-003,3.74183,1
    27.91253,3.1667e-002,-5.3472e-003,3.74183,1
    27.90953,3.3333e-002,-5.1343e-003,3.74183,1
    27.90659,3.5000e-002,-5.0525e-003,3.74183,1
    27.90371,3.6667e-002,-4.9380e-003,3.74183,1
    27.90071,3.8333e-002,-4.8727e-003,3.74183,1
    27.89771,4.0000e-002,-4.7745e-003,3.74183,1
    27.89471,4.1667e-002,-4.5616e-003,3.74183,1
    27.89171,4.3333e-002,-4.3487e-003,3.74183,1
    27.88859,4.5000e-002,-4.2506e-003,3.74183,1
    27.88553,4.6667e-002,-4.1689e-003,3.74183,1
    27.88253,4.8333e-002,-4.0216e-003,3.74183,1
    27.87947,5.0000e-002,-3.8578e-003,3.74183,1
    27.87641,5.1667e-002,-3.6941e-003,3.74183,1
    27.87335,5.3333e-002,-3.5632e-003,3.74183,1
    27.87024,5.5000e-002,-3.4323e-003,3.74183,1
    27.86712,5.6667e-002,-3.3341e-003,3.74183,1
    27.86400,5.8333e-002,-3.2196e-003,3.74183,1
    27.86100,6.0000e-002,-3.1215e-003,3.74183,1
    27.85800,6.1667e-002,-3.0069e-003,3.74183,1
    27.85488,6.3333e-002,-2.8760e-003,3.74183,1
    27.85171,6.5000e-002,-2.7778e-003,3.74183,1
    27.84859,6.6667e-002,-2.6470e-003,3.74183,1
    27.84547,6.8333e-002,-2.5652e-003,3.74183,1
    27.84235,7.0000e-002,-2.4343e-003,3.74183,1
    27.83923,7.1667e-002,-2.3033e-003,3.74183,1
    27.83606,7.3333e-002,-2.1888e-003,3.74183,1
    27.83288,7.5000e-002,-2.0906e-003,3.74183,1
    27.82965,7.6667e-002,-1.9434e-003,3.74183,1
    27.82641,7.8333e-002,-1.7961e-003,3.74183,1
    27.82318,8.0000e-002,-1.6815e-003,3.74183,1
    27.82006,8.1667e-002,-1.5834e-003,3.74183,1
    27.81688,8.3333e-002,-1.4853e-003,3.74183,1
    27.81371,8.5000e-002,-1.3543e-003,3.74183,1
    27.81053,8.6667e-002,-1.2399e-003,3.74183,1
    27.80729,8.8333e-002,-1.1253e-003,3.74183,1
    27.80400,9.0000e-002,-1.0108e-003,3.74183,1
    27.80082,9.1667e-002,-8.6354e-004,3.74183,1
    27.79765,9.3333e-002,-7.6539e-004,3.74183,1
    27.79435,9.5000e-002,-7.4913e-004,3.74183,1
    27.79118,9.6667e-002,-6.8382e-004,3.74183,1
    27.78794,9.8333e-002,-6.1846e-004,3.74183,1
    27.78465,    0.10000,-5.8581e-004,3.74183,1
    27.78135,    0.10167,-5.0411e-004,3.74183,1
    27.77806,    0.10333,-4.2242e-004,3.74183,1
    27.77476,    0.10500,-3.4066e-004,3.74183,1
    27.77141,    0.10667,-2.5890e-004,3.74183,1
    27.76818,    0.10833,-1.4443e-004,3.74183,1
    27.76488,    0.11000,-2.9826e-005,3.74183,1
    27.76159,    0.11167, 8.4649e-005,3.74183,1
    27.75829,    0.11333, 2.1551e-004,3.74183,1
    27.75488,    0.11500, 3.6277e-004,3.74183,1
    27.75153,    0.11667, 4.9370e-004,3.74183,1
    27.74824,    0.11833, 5.9184e-004,3.74183,1
    27.74488,    0.12000, 7.0625e-004,3.74183,1
    27.74153,    0.12167, 8.0453e-004,3.74183,1
    27.73818,    0.12333, 8.6990e-004,3.74183,1
    27.73471,    0.12500, 9.3520e-004,3.74183,1
    27.73124,    0.12667, 1.0334e-003,3.74183,1
    27.72782,    0.12833, 1.1150e-003,3.74183,1
    27.72447,    0.13000, 1.2132e-003,3.74183,1
    27.72112,    0.13167, 1.3441e-003,3.74183,1
    27.71771,    0.13333, 1.4914e-003,3.74183,1
    27.71447,    0.13500, 1.6059e-003,3.74183,1
    27.71100,    0.13667, 1.7204e-003,3.74183,1
    27.70741,    0.13833, 1.8349e-003,3.74183,1
    27.70382,    0.14000, 1.9493e-003,3.74183,1
    27.70024,    0.14167, 2.0639e-003,3.74183,1
    27.69676,    0.14333, 2.1948e-003,3.74183,1
    27.69324,    0.14500, 2.3093e-003,3.74183,1
    27.68959,    0.14667, 2.4238e-003,3.74183,1
    27.68600,    0.14833, 2.5548e-003,3.74183,1
    27.68235,    0.15000, 2.6692e-003,3.74183,1
    27.67876,    0.15167, 2.7836e-003,3.74183,1
    27.67518,    0.15333, 2.8817e-003,3.74183,1
    27.67159,    0.15500, 2.9799e-003,3.74183,1
    27.66794,    0.15667, 3.0617e-003,3.74182,1
    27.66435,    0.15833, 3.1434e-003,3.74182,1
    27.66076,    0.16000, 3.2250e-003,3.74182,1
    27.65718,    0.16167, 3.2084e-003,3.74182,1
    27.65341,    0.16333, 3.2082e-003,3.74182,1
    27.64976,    0.16500, 3.2244e-003,3.74182,1
    27.64624,    0.16667, 3.2405e-003,3.74182,1
    27.64265,    0.16833, 3.3222e-003,3.74182,1
    27.63906,    0.17000, 3.3711e-003,3.74182,1
    27.63529,    0.17167, 3.4365e-003,3.74182,1
    27.63153,    0.17333, 3.5183e-003,3.74182,1
    27.62788,    0.17500, 3.5836e-003,3.74182,1
    27.62424,    0.17667, 3.6488e-003,3.74182,1
    27.62059,    0.17833, 3.8289e-003,3.74182,1
    27.61688,    0.18000, 4.0418e-003,3.74182,1
    27.61318,    0.18167, 4.1890e-003,3.74182,1
    27.60941,    0.18333, 4.3035e-003,3.74182,1
    27.60576,    0.18500, 4.4016e-003,3.74182,1
    27.60200,    0.18667, 4.4505e-003,3.74182,1
    27.59812,    0.18833, 4.5322e-003,3.74182,1
    27.59429,    0.19000, 4.5976e-003,3.74182,1
    27.59053,    0.19167, 4.7121e-003,3.74182,1
    27.58665,    0.19333, 4.7938e-003,3.74182,1
    27.58276,    0.19500, 4.8099e-003,3.74182,1
    27.57894,    0.19667, 4.8588e-003,3.74182,1
    27.57506,    0.19833, 4.9242e-003,3.74182,1
    27.57129,    0.20000, 5.0059e-003,3.74182,1
    27.56759,    0.20167, 5.0875e-003,3.74182,1
    27.56376,    0.20333, 5.2021e-003,3.74182,1
    27.55988,    0.20500, 5.2837e-003,3.74182,1
    27.55600,    0.20667, 5.3654e-003,3.74182,1
    27.55218,    0.20833, 5.4307e-003,3.74182,1
    27.54829,    0.21000, 5.5288e-003,3.74182,1
    27.54447,    0.21167, 5.6269e-003,3.74182,1
    27.54047,    0.21333, 5.7414e-003,3.74182,1
    27.53647,    0.21500, 5.9707e-003,3.74182,1
    27.53253,    0.21667, 6.0851e-003,3.74182,1
    27.52853,    0.21833, 6.1668e-003,3.74182,1
    27.52447,    0.22000, 6.2649e-003,3.74182,1
    27.52053,    0.22167, 6.3139e-003,3.74182,1
    27.51659,    0.22333, 6.4119e-003,3.74182,1
    27.51259,    0.22500, 6.5428e-003,3.74182,1
    27.50853,    0.22667, 6.6244e-003,3.74182,1
    27.50441,    0.22833, 6.7061e-003,3.74182,1
    27.50024,    0.23000, 6.7550e-003,3.74182,1
    27.49612,    0.23167, 6.8039e-003,3.74182,1
    27.49206,    0.23333, 6.8856e-003,3.74182,1
    27.48800,    0.23500, 6.9673e-003,3.74182,1
    27.48388,    0.23667, 7.0327e-003,3.74182,1
    27.47976,    0.23833, 7.0979e-003,3.74182,1
    27.47571,    0.24000, 7.1959e-003,3.74182,1
    27.47171,    0.24167, 7.2612e-003,3.74182,1
    27.46759,    0.24333, 7.3757e-003,3.74182,1
    27.46347,    0.24500, 7.4410e-003,3.74182,1
    27.45935,    0.24667, 7.5228e-003,3.74182,1
    27.45524,    0.24833, 7.6536e-003,3.74182,1
    27.45112,    0.25000, 7.7845e-003,3.74182,1
    27.44688,    0.25167, 7.8989e-003,3.74182,1
    27.44271,    0.25333, 8.0298e-003,3.74182,1
    27.43859,    0.25500, 8.1443e-003,3.74182,1
    27.43441,    0.25667, 8.2751e-003,3.74182,1
    27.43024,    0.25833, 8.3568e-003,3.74182,1
    27.42606,    0.26000, 8.4221e-003,3.74182,1
    27.42182,    0.26167, 8.5201e-003,3.74182,1
    27.41753,    0.26333, 8.6018e-003,3.74182,1
    27.41324,    0.26500, 8.6671e-003,3.74182,1
    27.40900,    0.26667, 8.7652e-003,3.74181,1
    27.40471,    0.26833, 8.8632e-003,3.74181,1
    27.40035,    0.27000, 8.9449e-003,3.74181,1
    27.39612,    0.27167, 9.0266e-003,3.74181,1
    27.39188,    0.27333, 9.1247e-003,3.74181,1
    27.38759,    0.27500, 9.2391e-003,3.74181,1
    27.38335,    0.27667, 9.3535e-003,3.74181,1
    27.37906,    0.27833, 9.4516e-003,3.74181,1
    27.37476,    0.28000, 9.5497e-003,3.74181,1
    27.37041,    0.28167, 9.6314e-003,3.74181,1
    27.36606,    0.28333, 9.7294e-003,3.74181,1
    27.36176,    0.28500, 9.8111e-003,3.74181,1
    27.35741,    0.28667, 9.8928e-003,3.74181,1
    27.35300,    0.28833, 9.9908e-003,3.74181,1
    27.34859,    0.29000, 1.0089e-002,3.74181,1
    27.34418,    0.29167, 1.0171e-002,3.74181,1
    27.33971,    0.29333, 1.0285e-002,3.74181,1
    27.33524,    0.29500, 1.0367e-002,3.74181,1
    27.33065,    0.29667, 1.0432e-002,3.74181,1
    27.32606,    0.29833, 1.0497e-002,3.74181,1
    27.32159,    0.30000, 1.0579e-002,3.74181,1
    27.31706,    0.30167, 1.0644e-002,3.74181,1
    27.31253,    0.30333, 1.0726e-002,3.74181,1
    27.30800,    0.30500, 1.0807e-002,3.74181,1
    27.30347,    0.30667, 1.0889e-002,3.74181,1
    27.29894,    0.30833, 1.0971e-002,3.74181,1
    27.29447,    0.31000, 1.1085e-002,3.74181,1
    27.28988,    0.31167, 1.1183e-002,3.74181,1
    27.28518,    0.31333, 1.1298e-002,3.74181,1
    27.28065,    0.31500, 1.1379e-002,3.74181,1
    27.27612,    0.31667, 1.1477e-002,3.74181,1
    27.27153,    0.31833, 1.1559e-002,3.74181,1
    27.26700,    0.32000, 1.1641e-002,3.74181,1
    27.26247,    0.32167, 1.1706e-002,3.74181,1
    27.25788,    0.32333, 1.1788e-002,3.74181,1
    27.25335,    0.32500, 1.1886e-002,3.74181,1
    27.24888,    0.32667, 1.1984e-002,3.74181,1
    27.24424,    0.32833, 1.1951e-002,3.74181,1
    27.23959,    0.33000, 1.1950e-002,3.74181,1
    27.23506,    0.33167, 1.1966e-002,3.74181,1
    27.23047,    0.33333, 1.2065e-002,3.74181,1
    27.22576,    0.33500, 1.2130e-002,3.74181,1
    27.22106,    0.33667, 1.2195e-002,3.74181,1
    27.21635,    0.33833, 1.2326e-002,3.74181,1
    27.21171,    0.34000, 1.2506e-002,3.74181,1
    27.20718,    0.34167, 1.2620e-002,3.74181,1
    27.20253,    0.34333, 1.2767e-002,3.74181,1
    27.19782,    0.34500, 1.2915e-002,3.74181,1
    27.19312,    0.34667, 1.3062e-002,3.74181,1
    27.18835,    0.34833, 1.3176e-002,3.74181,1
    27.18359,    0.35000, 1.3307e-002,3.74181,1
    27.17876,    0.35167, 1.3438e-002,3.74181,1
    27.17406,    0.35333, 1.3503e-002,3.74180,1
    27.16935,    0.35500, 1.3601e-002,3.74180,1
    27.16459,    0.35667, 1.3683e-002,3.74180,1
    27.15982,    0.35833, 1.3748e-002,3.74180,1
    27.15506,    0.36000, 1.3813e-002,3.74180,1
    27.15029,    0.36167, 1.3879e-002,3.74180,1
    27.14547,    0.36333, 1.3960e-002,3.74180,1
    27.14065,    0.36500, 1.4042e-002,3.74180,1
    27.13576,    0.36667, 1.4173e-002,3.74180,1
    27.13100,    0.36833, 1.4255e-002,3.74180,1
    27.12618,    0.37000, 1.4385e-002,3.74180,1
    27.12129,    0.37167, 1.4532e-002,3.74180,1
    27.11641,    0.37333, 1.4647e-002,3.74180,1
    27.11159,    0.37500, 1.4745e-002,3.74180,1
    27.10671,    0.37667, 1.4859e-002,3.74180,1
    27.10188,    0.37833, 1.4957e-002,3.74180,1
    27.09706,    0.38000, 1.5023e-002,3.74180,1
    27.09218,    0.38167, 1.5055e-002,3.74180,1
    27.08729,    0.38333, 1.5137e-002,3.74180,1
    27.08247,    0.38500, 1.5218e-002,3.74180,1
    27.07765,    0.38667, 1.5284e-002,3.74180,1
    27.07271,    0.38833, 1.5349e-002,3.74180,1
    27.06776,    0.39000, 1.5414e-002,3.74180,1
    27.06282,    0.39167, 1.5496e-002,3.74180,1
    27.05794,    0.39333, 1.5594e-002,3.74180,1
    27.05306,    0.39500, 1.5708e-002,3.74180,1
    27.04812,    0.39667, 1.5806e-002,3.74180,1
    27.04312,    0.39833, 1.5871e-002,3.74180,1
    27.03818,    0.40000, 1.5937e-002,3.74180,1
    27.03329,    0.40167, 1.6068e-002,3.74180,1
    27.02835,    0.40333, 1.6198e-002,3.74180,1
    27.02335,    0.40500, 1.6296e-002,3.74180,1
    27.01829,    0.40667, 1.6411e-002,3.74180,1
    27.01329,    0.40833, 1.6542e-002,3.74180,1
    27.00824,    0.41000, 1.6656e-002,3.74180,1
    27.00306,    0.41167, 1.6787e-002,3.74180,1
    26.99794,    0.41333, 1.6901e-002,3.74180,1
    26.99276,    0.41500, 1.7016e-002,3.74180,1
    26.98765,    0.41667, 1.7130e-002,3.74180,1
    26.98247,    0.41833, 1.7212e-002,3.74180,1
    26.97747,    0.42000, 1.7310e-002,3.74180,1
    26.97235,    0.42167, 1.7391e-002,3.74180,1
    26.96718,    0.42333, 1.7456e-002,3.74180,1
    26.96194,    0.42500, 1.7522e-002,3.74180,1
    26.95682,    0.42667, 1.7587e-002,3.74180,1
    26.95165,    0.42833, 1.7668e-002,3.74179,1
    26.94641,    0.43000, 1.7750e-002,3.74179,1
    26.94118,    0.43167, 1.7832e-002,3.74179,1
    26.93606,    0.43333, 1.7897e-002,3.74179,1
    26.93088,    0.43500, 1.7995e-002,3.74179,1
    26.92571,    0.43667, 1.8093e-002,3.74179,1
    26.92053,    0.43833, 1.8175e-002,3.74179,1
    26.91535,    0.44000, 1.8256e-002,3.74179,1
    26.91018,    0.44167, 1.8354e-002,3.74179,1
    26.90500,    0.44333, 1.8469e-002,3.74179,1
    26.89971,    0.44500, 1.8567e-002,3.74179,1
    26.89447,    0.44667, 1.8648e-002,3.74179,1
    26.88924,    0.44833, 1.8779e-002,3.74179,1
    26.88400,    0.45000, 1.8844e-002,3.74179,1
    26.87882,    0.45167, 1.8811e-002,3.74179,1
    26.87365,    0.45333, 1.8811e-002,3.74179,1
    26.86835,    0.45500, 1.8843e-002,3.74179,1
    26.86300,    0.45667, 1.8843e-002,3.74179,1
    26.85771,    0.45833, 1.8875e-002,3.74179,1
    26.85247,    0.46000, 1.8891e-002,3.74179,1
    26.84724,    0.46167, 1.8989e-002,3.74179,1
    26.84194,    0.46333, 1.9071e-002,3.74179,1
    26.83671,    0.46500, 1.9169e-002,3.74179,1
    26.83141,    0.46667, 1.9316e-002,3.74179,1
    26.82612,    0.46833, 1.9414e-002,3.74179,1
    26.82071,    0.47000, 1.9496e-002,3.74179,1
    26.81541,    0.47167, 1.9594e-002,3.74179,1
    26.81012,    0.47333, 1.9692e-002,3.74179,1
    26.80476,    0.47500, 1.9774e-002,3.74179,1
    26.79929,    0.47667, 1.9871e-002,3.74179,1
    26.79382,    0.47833, 2.0019e-002,3.74179,1
    26.78835,    0.48000, 2.0166e-002,3.74179,1
    26.78288,    0.48167, 2.0297e-002,3.74179,1
    26.77747,    0.48333, 2.0411e-002,3.74179,1
    26.77206,    0.48500, 2.0542e-002,3.74179,1
    26.76659,    0.48667, 2.0705e-002,3.74179,1
    26.76106,    0.48833, 2.0787e-002,3.74179,1
    26.75553,    0.49000, 2.0803e-002,3.74179,1
    26.75012,    0.49167, 2.0868e-002,3.74179,1
    26.74459,    0.49333, 2.0950e-002,3.74179,1
    26.73906,    0.49500, 2.1048e-002,3.74178,1
    26.73359,    0.49667, 2.1097e-002,3.74178,1
    26.72806,    0.49833, 2.1178e-002,3.74178,1
    26.72241,    0.50000, 2.1276e-002,3.74178,1
    26.71682,    0.50167, 2.1358e-002,3.74178,1
    26.71129,    0.50333, 2.1407e-002,3.74178,1
    26.70582,    0.50500, 2.1488e-002,3.74178,1
    26.70041,    0.50667, 2.1619e-002,3.74178,1
    26.69488,    0.50833, 2.1733e-002,3.74178,1
    26.68929,    0.51000, 2.1815e-002,3.74178,1
    26.68371,    0.51167, 2.1896e-002,3.74178,1
    26.67812,    0.51333, 2.1978e-002,3.74178,1
    26.67259,    0.51500, 2.2092e-002,3.74178,1
    26.66694,    0.51667, 2.2174e-002,3.74178,1
    26.66129,    0.51833, 2.2239e-002,3.74178,1
    26.65565,    0.52000, 2.2321e-002,3.74178,1
    26.65000,    0.52167, 2.2402e-002,3.74178,1
    26.64429,    0.52333, 2.2468e-002,3.74178,1
    26.63865,    0.52500, 2.2516e-002,3.74178,1
    26.63306,    0.52667, 2.2582e-002,3.74178,1
    26.62741,    0.52833, 2.2630e-002,3.74178,1
    26.62171,    0.53000, 2.2597e-002,3.74178,1
    26.61594,    0.53167, 2.2630e-002,3.74178,1
    26.61018,    0.53333, 2.2662e-002,3.74178,1
    26.60435,    0.53500, 2.2711e-002,3.74178,1
    26.59859,    0.53667, 2.2792e-002,3.74178,1
    26.59282,    0.53833, 2.2858e-002,3.74178,1
    26.58700,    0.54000, 2.2923e-002,3.74178,1
    26.58118,    0.54167, 2.3004e-002,3.74178,1
    26.57524,    0.54333, 2.3102e-002,3.74178,1
    26.56941,    0.54500, 2.3168e-002,3.74178,1
    26.56359,    0.54667, 2.3249e-002,3.74178,1
    26.55759,    0.54833, 2.3347e-002,3.74178,1
    26.55165,    0.55000, 2.3429e-002,3.74178,1
    26.54576,    0.55167, 2.3494e-002,3.74177,1
    26.53976,    0.55333, 2.3526e-002,3.74177,1
    26.53371,    0.55500, 2.3575e-002,3.74177,1
    26.52776,    0.55667, 2.3640e-002,3.74177,1
    26.52182,    0.55833, 2.3689e-002,3.74177,1
    26.51582,    0.56000, 2.3754e-002,3.74177,1
    26.50976,    0.56167, 2.3819e-002,3.74177,1
    26.50376,    0.56333, 2.3852e-002,3.74177,1
    26.49776,    0.56500, 2.3884e-002,3.74177,1
    26.49176,    0.56667, 2.3949e-002,3.74177,1
    26.48571,    0.56833, 2.4031e-002,3.74177,1
    26.47959,    0.57000, 2.4129e-002,3.74177,1
    26.47353,    0.57167, 2.4227e-002,3.74177,1
    26.46747,    0.57333, 2.4341e-002,3.74177,1
    26.46135,    0.57500, 2.4439e-002,3.74177,1
    26.45535,    0.57667, 2.4537e-002,3.74177,1
    26.44924,    0.57833, 2.4651e-002,3.74177,1
    26.44318,    0.58000, 2.4749e-002,3.74177,1
    26.43706,    0.58167, 2.4831e-002,3.74177,1
    26.43100,    0.58333, 2.4945e-002,3.74177,1
    26.42488,    0.58500, 2.5060e-002,3.74177,1
    26.41876,    0.58667, 2.5125e-002,3.74177,1
    26.41271,    0.58833, 2.5190e-002,3.74177,1
    26.40659,    0.59000, 2.5255e-002,3.74177,1
    26.40041,    0.59167, 2.5320e-002,3.74177,1
    26.39418,    0.59333, 2.5385e-002,3.74177,1
    26.38794,    0.59500, 2.5434e-002,3.74177,1
    26.38171,    0.59667, 2.5499e-002,3.74177,1
    26.37553,    0.59833, 2.5565e-002,3.74177,1
    26.36929,    0.60000, 2.5630e-002,3.74177,1
    26.36300,    0.60167, 2.5711e-002,3.74177,1
    26.35659,    0.60333, 2.5793e-002,3.74176,1
    26.35018,    0.60500, 2.5842e-002,3.74176,1
    26.34376,    0.60667, 2.5907e-002,3.74176,1
    26.33735,    0.60833, 2.5988e-002,3.74176,1
    26.33100,    0.61000, 2.6053e-002,3.74176,1
    26.32459,    0.61167, 2.6151e-002,3.74176,1
    26.31829,    0.61333, 2.6266e-002,3.74176,1
    26.31182,    0.61500, 2.6347e-002,3.74176,1
    26.30529,    0.61667, 2.6396e-002,3.74176,1
    26.29888,    0.61833, 2.6477e-002,3.74176,1
    26.29241,    0.62000, 2.6559e-002,3.74176,1
    26.28600,    0.62167, 2.6624e-002,3.74176,1
    26.27947,    0.62333, 2.6673e-002,3.74176,1
    26.27300,    0.62500, 2.6738e-002,3.74176,1
    26.26653,    0.62667, 2.6820e-002,3.74176,1
    26.26006,    0.62833, 2.6901e-002,3.74176,1
    26.25353,    0.63000, 2.6983e-002,3.74176,1
    26.24712,    0.63167, 2.7081e-002,3.74176,1
    26.24071,    0.63333, 2.7146e-002,3.74176,1
    26.23441,    0.63500, 2.7195e-002,3.74176,1
    26.22794,    0.63667, 2.7292e-002,3.74176,1
    26.22135,    0.63833, 2.7374e-002,3.74176,1
    26.21482,    0.64000, 2.7456e-002,3.74176,1
    26.20812,    0.64167, 2.7553e-002,3.74176,1
    26.20159,    0.64333, 2.7651e-002,3.74176,1
    26.19512,    0.64500, 2.7733e-002,3.74176,1
    26.18853,    0.64667, 2.7814e-002,3.74176,1
    26.18194,    0.64833, 2.7896e-002,3.74176,1
    26.17541,    0.65000, 2.7961e-002,3.74175,1
    26.16888,    0.65167, 2.8026e-002,3.74175,1
    26.16224,    0.65333, 2.8108e-002,3.74175,1
    26.15553,    0.65500, 2.8189e-002,3.74175,1
    26.14888,    0.65667, 2.8254e-002,3.74175,1
    26.14229,    0.65833, 2.8320e-002,3.74175,1
    26.13565,    0.66000, 2.8385e-002,3.74175,1
    26.12888,    0.66167, 2.8466e-002,3.74175,1
    26.12206,    0.66333, 2.8548e-002,3.74175,1
    26.11535,    0.66500, 2.8613e-002,3.74175,1
    26.10865,    0.66667, 2.8711e-002,3.74175,1
    26.10194,    0.66833, 2.8792e-002,3.74175,1
    26.09524,    0.67000, 2.8890e-002,3.74175,1
    26.08853,    0.67167, 2.9005e-002,3.74175,1
    26.08171,    0.67333, 2.9135e-002,3.74175,1
    26.07482,    0.67500, 2.9233e-002,3.74175,1
    26.06800,    0.67667, 2.9331e-002,3.74175,1
    26.06100,    0.67833, 2.9445e-002,3.74175,1
    26.05406,    0.68000, 2.9543e-002,3.74175,1
    26.04718,    0.68167, 2.9641e-002,3.74175,1
    26.04029,    0.68333, 2.9739e-002,3.74175,1
    26.03335,    0.68500, 2.9804e-002,3.74175,1
    26.02635,    0.68667, 2.9886e-002,3.74175,1
    26.01947,    0.68833, 2.9984e-002,3.74175,1
    26.01259,    0.69000, 2.9983e-002,3.74175,1
    26.00565,    0.69167, 2.9999e-002,3.74174,1
    25.99865,    0.69333, 3.0212e-002,3.74174,1
    25.99176,    0.69500, 3.0310e-002,3.74174,1
    25.98488,    0.69667, 3.0375e-002,3.74174,1
    25.97794,    0.69833, 3.0587e-002,3.74174,1
    25.97094,    0.70000, 3.0718e-002,3.74174,1
    25.96400,    0.70167, 3.0800e-002,3.74174,1
    25.95712,    0.70333, 3.0865e-002,3.74174,1
    25.95018,    0.70500, 3.0913e-002,3.74174,1
    25.94318,    0.70667, 3.1060e-002,3.74174,1
    25.93624,    0.70833, 3.1175e-002,3.74174,1
    25.92935,    0.71000, 3.1306e-002,3.74174,1
    25.92241,    0.71167, 3.1469e-002,3.74174,1
    25.91547,    0.71333, 3.1583e-002,3.74174,1
    25.90853,    0.71500, 3.1698e-002,3.74174,1
    25.90147,    0.71667, 3.1779e-002,3.74174,1
    25.89441,    0.71833, 3.1877e-002,3.74174,1
    25.88735,    0.72000, 3.1926e-002,3.74174,1
    25.88024,    0.72167, 3.1892e-002,3.74174,1
    25.87306,    0.72333, 3.1876e-002,3.74174,1
    25.86582,    0.72500, 3.1908e-002,3.74174,1
    25.85865,    0.72667, 3.1957e-002,3.74174,1
    25.85147,    0.72833, 3.2038e-002,3.74174,1
    25.84429,    0.73000, 3.2316e-002,3.74174,1
    25.83700,    0.73167, 3.2431e-002,3.74173,1
    25.82971,    0.73333, 3.2479e-002,3.74173,1
    25.82253,    0.73500, 3.2561e-002,3.74173,1
    25.81529,    0.73667, 3.2659e-002,3.74173,1
    25.80800,    0.73833, 3.2724e-002,3.74173,1
    25.80076,    0.74000, 3.2805e-002,3.74173,1
    25.79353,    0.74167, 3.2903e-002,3.74173,1
    25.78629,    0.74333, 3.3034e-002,3.74173,1
    25.77900,    0.74500, 3.3132e-002,3.74173,1
    25.77171,    0.74667, 3.3262e-002,3.74173,1
    25.76441,    0.74833, 3.3377e-002,3.74173,1
    25.75724,    0.75000, 3.3442e-002,3.74173,1
    25.74994,    0.75167, 3.3523e-002,3.74173,1
    25.74265,    0.75333, 3.3605e-002,3.74173,1
    25.73535,    0.75500, 3.3703e-002,3.74173,1
    25.72800,    0.75667, 3.3817e-002,3.74173,1
    25.72059,    0.75833, 3.3931e-002,3.74173,1
    25.71329,    0.76000, 3.4012e-002,3.74173,1
    25.70600,    0.76167, 3.4110e-002,3.74173,1
    25.69865,    0.76333, 3.4225e-002,3.74173,1
    25.69124,    0.76500, 3.4322e-002,3.74173,1
    25.68371,    0.76667, 3.4404e-002,3.74173,1
    25.67618,    0.76833, 3.4518e-002,3.74172,1
    25.66859,    0.77000, 3.4616e-002,3.74172,1
    25.66106,    0.77167, 3.4730e-002,3.74172,1
    25.65359,    0.77333, 3.4828e-002,3.74172,1
    25.64600,    0.77500, 3.4910e-002,3.74172,1
    25.63841,    0.77667, 3.4958e-002,3.74172,1
    25.63076,    0.77833, 3.5040e-002,3.74172,1
    25.62312,    0.78000, 3.5121e-002,3.74172,1
    25.61541,    0.78167, 3.5203e-002,3.74172,1
    25.60765,    0.78333, 3.5284e-002,3.74172,1
    25.60000,    0.78500, 3.5349e-002,3.74172,1
    25.59235,    0.78667, 3.5414e-002,3.74172,1
    25.58471,    0.78833, 3.5479e-002,3.74172,1
    25.57694,    0.79000, 3.5545e-002,3.74172,1
    25.56918,    0.79167, 3.5642e-002,3.74172,1
    25.56147,    0.79333, 3.5757e-002,3.74172,1
    25.55382,    0.79500, 3.5871e-002,3.74172,1
    25.54612,    0.79667, 3.5985e-002,3.74172,1
    25.53853,    0.79833, 3.6099e-002,3.74172,1
    25.53076,    0.80000, 3.6197e-002,3.74172,1
    25.52300,    0.80167, 3.6295e-002,3.74171,1
    25.51535,    0.80333, 3.6376e-002,3.74171,1
    25.50765,    0.80500, 3.6491e-002,3.74171,1
    25.49994,    0.80667, 3.6572e-002,3.74171,1
    25.49229,    0.80833, 3.6637e-002,3.74171,1
    25.48465,    0.81000, 3.6620e-002,3.74171,1
    25.47694,    0.81167, 3.6653e-002,3.74171,1
    25.46912,    0.81333, 3.6701e-002,3.74171,1
    25.46129,    0.81500, 3.6750e-002,3.74171,1
    25.45347,    0.81667, 3.6848e-002,3.74171,1
    25.44565,    0.81833, 3.6929e-002,3.74171,1
    25.43782,    0.82000, 3.6994e-002,3.74171,1
    25.43000,    0.82167, 3.7092e-002,3.74171,1
